date,region,source,metric_type,value,day_of_week,is_weekend,month,year,week_of_year,day_of_year,lag_1,lag_7,lag_14,rolling_7_mean,rolling_7_std,rolling_30_mean,rolling_30_std,pct_change_1,zscore_30,city,isolation_flag,is_zscore_anomaly,is_anomaly
2020-05-04,Ile-de-France,idfm_station_daily,validations,285107.0,0,0,5,2020,19,125,89512.0,237531.0,221949.0,195276.2857142857,81708.97394081975,183355.73333333334,64242.059007834796,2.1851260166234696,1.5838730613266512,Paris,-1,False,True
2024-09-25,Ile-de-France,idfm_station_daily,validations,702709.0,2,0,9,2024,39,269,734143.0,729376.0,746348.0,733151.8571428572,32597.165953647174,780533.3666666667,49139.54398060624,-0.042817271294557036,-1.58374214252744,Paris,-1,False,True
2020-11-15,Ile-de-France,idfm_station_daily,validations,524520.0,6,1,11,2020,46,320,1000210.0,502146.0,477891.0,1738492.142857143,920028.6815323052,2429022.5,1230006.3893561866,-0.4755901260735246,-1.5483679731101723,Paris,-1,False,True
2024-08-25,Ile-de-France,idfm_station_daily,validations,804888.0,6,1,8,2024,34,238,821600.0,784268.0,840559.0,836704.0,18509.512205175863,858459.6,34688.479310953975,-0.020340798442064267,-1.544362885434504,Paris,-1,False,True
2020-06-22,Ile-de-France,idfm_station_daily,validations,2795910.0,0,0,6,2020,26,174,1229439.0,2439948.0,2134743.0,2337650.1428571427,580139.5166872323,1790999.7,652276.3235214163,1.274134788305886,1.5406205372821655,Paris,-1,False,True
2020-03-22,Ile-de-France,idfm_station_daily,validations,122685.0,6,1,3,2020,12,82,193821.0,1037495.0,2039026.0,606600.1428571428,665263.2515092889,3749351.8666666667,2358135.167124435,-0.36701905366291576,-1.537938502095751,Paris,-1,False,True
2024-08-03,Ile-de-France,idfm_station_daily,validations,891723.0,5,1,8,2024,31,216,906384.0,857580.0,781289.0,891058.0,11896.01086122809,827772.6,41587.8815158357,-0.01617526346449183,1.5377171827242315,Paris,-1,False,True
2020-01-27,Ile-de-France,idfm_station_daily,validations,5317190.0,0,0,1,2020,5,27,1824140.0,4987980.0,3592475.0,4334744.142857143,1465930.8292799795,2825471.566666667,1622575.7320747923,1.9149023649500587,1.5356561694332538,Paris,-1,False,True
2020-05-29,Ile-de-France,idfm_station_daily,validations,1465776.0,4,0,5,2020,22,150,1433129.0,1088877.0,1064127.0,1186476.142857143,379519.82646724547,734945.4333333333,477419.1606501974,0.022780224250573466,1.5307943771493129,Paris,-1,False,True
2020-11-11,Ile-de-France,idfm_station_daily,validations,775634.0,2,0,11,2020,46,316,2528508.0,2349471.0,3915322.0,1723183.2857142857,930295.7345386646,2831516.3333333335,1347434.5680356734,-0.6932443955091303,-1.52577526367789,Paris,-1,False,True
2024-07-07,Ile-de-France,idfm_station_daily,validations,795119.0,6,1,7,2024,27,189,792101.0,3133180.0,3091834.0,774188.0,14173.542126184571,4293644.733333333,2301257.4541466334,0.0038101201740687873,-1.520266985786116,Paris,-1,False,True
2020-03-16,Ile-de-France,idfm_station_daily,validations,2033263.0,0,0,3,2020,12,76,1037495.0,5693543.0,5694301.0,4020127.0,2104776.4781604875,4613164.066666666,1700562.1303658825,0.959781010992824,-1.517087215220764,Paris,-1,False,True
2024-09-06,Ile-de-France,idfm_station_daily,validations,794312.0,4,0,9,2024,36,250,785606.0,846333.0,853492.0,814128.2857142857,20793.293918396525,836084.8,28820.333523568763,0.011081890922421733,-1.4494211167209077,Paris,-1,False,True
2024-09-20,Ile-de-France,idfm_station_daily,validations,729170.0,4,0,9,2024,38,264,727339.0,736172.0,794312.0,743236.2857142857,22346.92323278933,798333.8,47720.504865480325,0.002517395602325667,-1.4493518078856538,Paris,-1,False,True
2020-05-22,Ile-de-France,idfm_station_daily,validations,1088877.0,4,0,5,2020,21,143,677738.0,1064127.0,164504.0,928269.8571428572,315375.36200172745,505441.8,404485.68987227045,0.6066341270520466,1.4424124625626153,Paris,-1,False,True
2020-03-16,Manhattan,mta_station_daily,ridership,1002152.0,0,0,3,2020,12,76,518070.0,2663323.0,2921406.0,1599951.2857142857,845302.3791120951,2253002.6333333333,869458.3588620767,0.9343949659312447,-1.4386550207768576,NYC,-1,False,True
2020-11-22,Ile-de-France,idfm_station_daily,validations,569061.0,6,1,11,2020,47,327,1076037.0,524520.0,502146.0,2030281.2857142857,838516.4815566702,2095648.5,1066663.8582266932,-0.4711510849533984,-1.4311795494204897,Paris,-1,False,True
2024-09-16,Ile-de-France,idfm_station_daily,validations,752634.0,0,0,9,2024,38,260,790020.0,784116.0,836568.0,753525.1428571428,19233.597675533376,811206.5666666667,41044.89111324385,-0.04732285258601043,-1.4270367170682343,Paris,-1,False,True
2024-09-04,Ile-de-France,idfm_station_daily,validations,801255.0,2,0,9,2024,36,248,815270.0,844556.0,839176.0,832744.4285714285,20315.031906423515,843018.8,29409.32129731015,-0.017190623965066765,-1.420087175008009,Paris,-1,False,True
2020-05-03,Ile-de-France,idfm_station_daily,validations,89512.0,6,1,5,2020,18,124,144736.0,86024.0,82763.0,188479.7142857143,74666.69103731173,177846.86666666667,62271.53967324647,-0.381549856290073,-1.418543160008258,Paris,-1,False,True
2020-05-01,Ile-de-France,idfm_station_daily,validations,98758.0,4,0,5,2020,18,122,256207.0,231424.0,221639.0,187034.57142857142,76116.61165283795,183426.46666666667,59795.19141404255,-0.6145382444663885,-1.415974506718993,Paris,-1,False,True
2024-07-08,Ile-de-France,idfm_station_daily,validations,796334.0,0,0,7,2024,28,190,795119.0,771710.0,5964368.0,777705.7142857143,16345.337836043338,4172095.3,2387781.3413995146,0.0015280731563451777,-1.4137648374542602,Paris,-1,False,True
2024-08-05,Ile-de-France,idfm_station_daily,validations,894780.0,0,0,8,2024,32,218,885490.0,897285.0,832032.0,892898.4285714285,8086.06464004337,835036.6333333333,42269.156700939566,0.010491366362127108,1.4134033259608114,Paris,-1,False,True
2019-09-13,Ile-de-France,idfm_station_daily,validations,1894964.0,4,0,9,2019,37,256,6219357.0,6121114.0,4820706.0,4628780.0,1997526.440490174,4074652.6333333333,1546896.5388471063,-0.6953119108615248,-1.409072021686624,Paris,-1,False,True
2022-08-29,Ile-de-France,idfm_station_daily,validations,4015036.0,0,0,8,2022,35,241,2022790.0,3423457.0,1841687.0,3403679.285714286,736431.0614924318,3011361.7333333334,714249.5465412512,0.9849000637733032,1.4052151261795722,Paris,-1,False,True
2024-08-06,Ile-de-France,idfm_station_daily,validations,897772.0,1,0,8,2024,32,219,894780.0,883997.0,849398.0,894866.2857142857,7184.655917217198,838458.4,43073.642154147536,0.0033438387089563815,1.3770277374672553,Paris,-1,False,True
2020-03-23,Ile-de-France,idfm_station_daily,validations,307145.0,0,0,3,2020,13,83,122685.0,2033263.0,5693543.0,360011.85714285716,217607.1226332087,3650247.7666666666,2439596.788945033,1.5035252883400578,-1.3703505357179704,Paris,-1,False,True
2024-07-09,Ile-de-France,idfm_station_daily,validations,783613.0,1,0,7,2024,28,191,796334.0,769554.0,6413782.0,779714.1428571428,16037.60941909002,4094427.8666666667,2460193.4434551634,-0.015974452930554217,-1.3457538777994902,Paris,-1,False,True
2019-12-15,Ile-de-France,idfm_station_daily,validations,597135.0,6,1,12,2019,50,349,994917.0,447401.0,2416588.0,1539574.7142857143,533312.0177984016,4047995.3333333335,2572014.6576775676,-0.3998142558625494,-1.341695438255912,Paris,-1,False,True
2015-09-14,Ile-de-France,idfm_station_daily,validations,5256168.0,0,0,9,2015,38,257,1780433.0,5039625.0,3495608.0,4453878.714285715,1511454.432132809,3477503.8666666667,1335530.1091144904,1.9521852268521198,1.3318038441773943,Paris,-1,False,True
2024-09-28,Ile-de-France,idfm_station_daily,validations,706634.0,5,1,9,2024,39,272,725957.0,702412.0,736718.0,731905.1428571428,32574.830921170815,766577.0666666667,45162.86800662565,-0.02661727898484345,-1.3272643946764555,Paris,-1,False,True
2020-03-24,Ile-de-France,idfm_station_daily,validations,287185.0,1,0,3,2020,13,84,307145.0,803177.0,5872581.0,286298.71428571426,95734.15812619237,3588702.6666666665,2501678.6844210606,-0.06498559312376895,-1.319720908694837,Paris,-1,False,True
2020-01-18,Manhattan,mta_station_daily,ridership,1430615.0,5,1,1,2020,3,18,2979694.0,1630367.0,1526177.0,2524634.285714286,818046.146781813,2444440.888888889,771653.7338463708,-0.5198785512874812,-1.313835266286332,NYC,-1,False,True
2020-03-07,Manhattan,mta_station_daily,ridership,1510758.0,5,1,3,2020,10,67,2898784.0,1577710.0,1604252.0,2520682.1428571427,798793.3122759663,2519417.466666667,772926.5739198194,-0.47883043372669365,-1.3049874343837755,NYC,-1,False,True
2021-05-03,Ile-de-France,idfm_station_daily,validations,3189545.0,0,0,5,2021,18,123,1175936.0,2705718.0,2549982.0,2447919.4285714286,827668.6729025331,2270510.3,706264.7418967293,1.7123457399042126,1.301260908950177,Paris,-1,False,True
2024-08-04,Ile-de-France,idfm_station_daily,validations,885490.0,6,1,8,2024,31,217,891723.0,870102.0,788753.0,893256.2857142857,8237.23167385121,831614.0,41413.19663863675,-0.006989838772802792,1.3009379708142594,Paris,-1,False,True
2019-09-16,Ile-de-France,idfm_station_daily,validations,6211411.0,0,0,9,2019,38,259,2416417.0,6022711.0,5185890.0,4694042.714285715,1987440.2723108227,4243012.633333334,1519801.3499089095,1.5705045941987663,1.2951681920697358,Paris,-1,False,True
2019-12-09,Ile-de-France,idfm_station_daily,validations,1702052.0,0,0,12,2019,50,343,447401.0,6381609.0,6520539.0,2611480.1428571427,2808657.7581050685,4815477.533333333,2408292.567100496,2.804309780264237,-1.2927937310713846,Paris,-1,False,True
2019-12-10,Ile-de-France,idfm_station_daily,validations,1670524.0,1,0,12,2019,50,344,1702052.0,6834429.0,6822077.0,1873779.4285714286,2104520.3498943066,4789218.633333334,2438979.7050859616,-0.018523523370613804,-1.278688226404662,Paris,-1,False,True
2020-01-25,Manhattan,mta_station_daily,ridership,1438101.0,5,1,1,2020,4,25,2996814.0,1430615.0,1630367.0,2360650.5714285714,845088.9396800902,2420979.6,775754.4193480841,-0.5201233710200233,-1.2669971004818452,NYC,-1,False,True
2020-08-31,Ile-de-France,idfm_station_daily,validations,3093394.0,0,0,8,2020,36,244,1369822.0,2808672.0,2161271.0,2679644.5714285714,700372.3239500892,2308680.933333333,626114.1601345494,1.258245231862242,1.2533066917030518,Paris,-1,False,True
2024-07-10,Ile-de-France,idfm_station_daily,validations,796645.0,2,0,7,2024,28,192,783613.0,757375.0,6294453.0,785324.1428571428,13604.787241249194,3924548.7666666666,2507221.8428373807,0.01663065824584331,-1.247557640582323,Paris,-1,False,True
2020-03-25,Ile-de-France,idfm_station_daily,validations,275915.0,2,0,3,2020,13,85,287185.0,388708.0,5753332.0,270185.4285714286,84452.02590728438,3403341.6,2535156.8543680287,-0.03924299667461739,-1.233622525017141,Paris,-1,False,True
2020-02-15,Manhattan,mta_station_daily,ridership,1543089.0,5,1,2,2020,7,46,3087369.0,1633194.0,1543847.0,2611447.4285714286,838335.5544390439,2524539.066666667,796403.6338096637,-0.5001928826777752,-1.2323525722400563,NYC,-1,False,True
2020-02-29,Manhattan,mta_station_daily,ridership,1577710.0,5,1,2,2020,9,60,3062019.0,1604252.0,1543089.0,2613166.8571428573,828584.6672071657,2536739.5,782962.7223772514,-0.4847484617175791,-1.2248724908488238,NYC,-1,False,True
2020-02-01,Manhattan,mta_station_daily,ridership,1543847.0,5,1,2,2020,5,32,3016991.0,1438101.0,1430615.0,2599462.714285714,817991.9876626167,2486229.3333333335,770339.6293188203,-0.48828253050804593,-1.2233335758237487,NYC,-1,False,True
2020-07-06,Ile-de-France,idfm_station_daily,validations,3262890.0,0,0,7,2020,28,188,1372967.0,2868135.0,2795910.0,2826122.5714285714,764535.028322609,2391554.6333333333,712520.3865144366,1.3765247088968633,1.2228918402308933,Paris,-1,False,True
2024-09-26,Ile-de-France,idfm_station_daily,validations,717603.0,3,0,9,2024,39,270,702709.0,727339.0,745544.0,731761.0,33090.50124129279,775772.5,48038.45154434328,0.02119511775144467,-1.2108945673718263,Paris,-1,False,True
2020-05-16,Ile-de-France,idfm_station_daily,validations,729708.0,5,1,5,2020,20,137,1064127.0,189765.0,144736.0,825709.8571428572,333394.17626295006,350680.63333333336,313773.8253153777,-0.31426606034805993,1.2079636224777572,Paris,-1,False,True
2020-04-30,Ile-de-France,idfm_station_daily,validations,256207.0,3,0,4,2020,18,121,248713.0,234523.0,218070.0,205986.85714285713,66364.86995667682,186615.1,57636.047050987894,0.030131114979916607,1.2074370738582283,Paris,-1,False,True
2020-02-22,Manhattan,mta_station_daily,ridership,1604252.0,5,1,2,2020,8,53,2963107.0,1543089.0,1633194.0,2377729.8571428573,794803.7559400909,2529344.433333333,784778.6214346094,-0.4585912692319245,-1.1787941313210393,NYC,-1,False,True
2024-07-11,Ile-de-France,idfm_station_daily,validations,781422.0,3,0,7,2024,28,193,796645.0,763209.0,6404787.0,787926.0,9910.440340215582,3733333.5,2521327.375823185,-0.01910888789862486,-1.1707767616001212,Paris,-1,False,True
2019-09-20,Ile-de-France,idfm_station_daily,validations,6548841.0,4,0,9,2019,38,263,6552832.0,1894964.0,6121114.0,5466889.857142857,1715191.865323185,4668658.8,1607518.788613562,-0.000609049644489601,1.1696175580141135,Paris,-1,False,True
2019-12-11,Ile-de-France,idfm_station_daily,validations,1903029.0,2,0,12,2019,50,345,1670524.0,6517198.0,6787344.0,1214612.4285714286,573301.4026137666,4766777.233333333,2463022.2739096815,0.13918087977185611,-1.1626968475553243,Paris,-1,False,True
2020-03-26,Ile-de-France,idfm_station_daily,validations,258113.0,3,0,3,2020,13,86,275915.0,356759.0,5795402.0,256093.14285714287,75336.44616453165,3204842.3,2540698.346057839,-0.0645198702498958,-1.1598107680009162,Paris,-1,False,True
2024-08-09,Ile-de-France,idfm_station_daily,validations,898001.0,4,0,8,2024,32,222,890163.0,906384.0,825886.0,892585.0,4543.4157940062405,848516.3333333334,42803.27069913209,0.008805128948293772,1.1560954538847896,Paris,-1,False,True
2020-02-08,Manhattan,mta_station_daily,ridership,1633194.0,5,1,2,2020,6,39,3088146.0,1543847.0,1438101.0,2617848.285714286,829857.7083168565,2512520.7666666666,783073.4612512278,-0.4711409369893781,-1.1229173381276913,NYC,-1,False,True
2024-08-07,Ile-de-France,idfm_station_daily,validations,890166.0,2,0,8,2024,32,220,897772.0,888077.0,838606.0,895164.7142857143,6893.119176552602,841586.1333333333,43315.422972993445,-0.008472084226284649,1.1215373955128074,Paris,-1,False,True
2021-01-11,Ile-de-France,idfm_station_daily,validations,3342132.0,0,0,1,2021,2,11,1324214.0,3003153.0,2115686.0,2862259.285714286,794442.232313888,2317177.6666666665,914379.2153271306,1.5238609469466415,1.1209291682845648,Paris,-1,False,True
2024-08-24,Ile-de-France,idfm_station_daily,validations,821600.0,5,1,8,2024,34,237,853492.0,792488.0,862098.0,833758.2857142857,24940.421888535115,859159.5333333333,33769.93827435304,-0.03736648966832734,-1.1122180037225102,Paris,-1,False,True
2020-06-29,Ile-de-France,idfm_station_daily,validations,2868135.0,0,0,6,2020,27,181,1252267.0,2795910.0,2439948.0,2579538.285714286,695860.7472752943,2105785.8333333335,688026.5568807276,1.2903542135982184,1.108022879411649,Paris,-1,False,True
2016-01-08,Ile-de-France,idfm_station_daily,validations,5874153.0,4,0,1,2016,1,8,5744762.0,938482.0,1287415.0,4536306.571428572,1805813.5102855905,4021889.566666667,1686517.4703193754,0.022523300356046105,1.0982770507456234,Paris,-1,False,True
2020-12-07,Ile-de-France,idfm_station_daily,validations,3040985.0,0,0,12,2020,50,342,1118195.0,2779667.0,2535744.0,2587104.5714285714,761148.0098066194,2108546.933333333,853017.8048411204,1.7195480215883632,1.093105045844077,Paris,-1,False,True
2020-03-27,Ile-de-France,idfm_station_daily,validations,258877.0,4,0,3,2020,13,87,258113.0,347788.0,5251465.0,243391.57142857142,63932.222367471884,3010531.2,2535482.6285594464,0.0029599439005396633,-1.0852585495974678,Paris,-1,False,True
2021-05-17,Ile-de-France,idfm_station_daily,validations,3378937.0,0,0,5,2021,20,137,1276470.0,3346095.0,3189545.0,2467236.1428571427,970275.3897772687,2483132.7,825587.7580667118,1.6470947221634664,1.085050367144148,Paris,-1,False,True
2020-04-29,Ile-de-France,idfm_station_daily,validations,248713.0,2,0,4,2020,18,120,243901.0,234318.0,221844.0,202889.14285714287,64097.391587852755,186539.73333333334,57543.31226770324,0.019729316402966823,1.0804603387692375,Paris,-1,False,True
2024-08-15,Ile-de-France,idfm_station_daily,validations,814540.0,3,0,8,2024,33,228,841471.0,890163.0,899838.0,845505.0,27374.342051285876,854839.7,37538.76931616124,-0.03200466801589119,-1.0735487799449535,Paris,-1,False,True
2015-01-07,Ile-de-France,idfm_station_daily,validations,5216996.0,2,0,1,2015,2,7,5219748.0,,,3272387.0,1821476.5585939703,3272387.0,1821476.5585939703,-0.0005272285175452751,1.0676003437019677,Paris,-1,False,True
2024-09-23,Ile-de-France,idfm_station_daily,validations,736490.0,0,0,9,2024,39,267,799800.0,752634.0,784116.0,737426.2857142857,29866.605129672822,788729.1,49082.37263528891,-0.07915728932233057,-1.064314889342604,Paris,-1,False,True
2019-12-22,Ile-de-France,idfm_station_daily,validations,559140.0,6,1,12,2019,51,356,954895.0,597135.0,447401.0,1658947.142857143,650358.4540055143,3088736.466666667,2392733.6419449355,-0.41444870902036346,-1.0571993565529016,Paris,-1,False,True
2020-03-28,Ile-de-France,idfm_station_daily,validations,154569.0,5,1,3,2020,13,88,258877.0,193821.0,2397351.0,237784.14285714287,70398.95737651842,2809094.533333333,2513500.536368256,-0.40292494118828637,-1.0561070089003615,Paris,-1,False,True
2023-12-26,Ile-de-France,idfm_station_daily,validations,3684635.0,1,0,12,2023,52,360,1660780.0,6667258.0,6686020.0,4202741.142857143,1942367.7986206554,5354615.2,1581754.1945788404,1.2186171557942655,-1.055777317185905,Paris,-1,False,True
2024-08-08,Ile-de-France,idfm_station_daily,validations,890163.0,3,0,8,2024,32,221,890166.0,899838.0,835336.0,893782.5714285715,6768.750083756373,845137.8,42762.75686085794,-3.3701579256195657e-06,1.0529068588001373,Paris,-1,False,True
2019-01-21,Ile-de-France,idfm_station_daily,validations,5941224.0,0,0,1,2019,4,21,2022992.0,6015719.0,5715950.0,5194320.0,1728173.1039720378,4068092.4,1791183.9033735774,1.9368499727136834,1.0457505767398196,Paris,-1,False,True
2024-09-03,Ile-de-France,idfm_station_daily,validations,815270.0,1,0,9,2024,36,247,836568.0,860429.0,853530.0,838930.2857142857,15034.83973903483,846136.3,29784.15445616085,-0.025458779202647053,-1.0363329281491607,Paris,-1,False,True
2019-12-25,Ile-de-France,idfm_station_daily,validations,341569.0,2,0,12,2019,52,359,1127384.0,2067872.0,1903029.0,1252204.2857142857,713046.7335249012,2750999.9,2376413.0803522645,-0.6970251484853431,-1.0138939731988181,Paris,-1,False,True
2020-03-29,Ile-de-France,idfm_station_daily,validations,96353.0,6,1,3,2020,13,89,154569.0,122685.0,1037495.0,234022.42857142858,77880.2298629779,2606330.1,2477347.2818048554,-0.3766343833498308,-1.0131712733353122,Paris,-1,False,True
2020-11-30,Ile-de-France,idfm_station_daily,validations,2779667.0,0,0,11,2020,49,335,910685.0,2535744.0,2498216.0,2246767.4285714286,686385.2421164318,1950065.8666666667,824337.9675947013,2.0522815243470576,1.0063847183382675,Paris,-1,False,True
2020-05-10,Ile-de-France,idfm_station_daily,validations,118816.0,6,1,5,2020,19,131,189765.0,89512.0,86024.0,246354.7142857143,86932.73807450032,194493.53333333333,75363.01859780132,-0.37387821779569463,-1.0041733298557283,Paris,-1,False,True
2021-01-02,Ile-de-France,idfm_station_daily,validations,1448366.0,5,1,1,2021,53,2,747621.0,1514397.0,2122823.0,1641461.7142857143,618982.4350740232,2312057.433333333,869854.7495636789,0.9372997815738189,-0.9929145455221837,Paris,-1,False,True
2017-01-09,Ile-de-France,idfm_station_daily,validations,5656856.0,0,0,1,2017,2,9,1887831.0,3674170.0,3116499.0,4701482.571428572,1558779.7851615534,3794406.7333333334,1877597.294324268,1.9964843251329172,0.9919322275850142,Paris,-1,False,True
2020-04-28,Ile-de-France,idfm_station_daily,validations,243901.0,1,0,4,2020,18,119,237531.0,233012.0,224167.0,200832.7142857143,62595.525051410164,186750.43333333332,57789.85964590647,0.026817552235287145,0.9889376270654245,Paris,-1,False,True
2020-01-11,Manhattan,mta_station_daily,ridership,1630367.0,5,1,1,2020,2,11,3027085.0,1526177.0,,2556953.5714285714,779672.1896085256,2393408.727272727,776774.1172145337,-0.4614069310904715,-0.9823212570585511,NYC,-1,False,True
2019-11-14,Ile-de-France,idfm_station_daily,validations,6892188.0,3,0,11,2019,46,318,6711821.0,6876839.0,5788705.0,5115169.714285715,2092111.1278515423,5174585.566666666,1750549.9422001243,0.026873034903642345,0.9811787666992342,Paris,-1,False,True
2020-04-18,Ile-de-France,idfm_station_daily,validations,131665.0,5,1,4,2020,16,109,221639.0,125234.0,119841.0,171944.2857142857,63585.50403297566,198713.7,68377.47348910186,-0.4059484116062606,-0.9805670870639345,Paris,-1,False,True
2024-09-27,Ile-de-France,idfm_station_daily,validations,725957.0,4,0,9,2024,39,271,717603.0,729170.0,736172.0,731302.0,33154.65277151865,771819.2,47052.66628007803,0.01164153438600457,-0.974699281163114,Paris,-1,False,True
2020-12-14,Ile-de-France,idfm_station_daily,validations,3143317.0,0,0,12,2020,51,349,1185122.0,3040985.0,2779667.0,2715884.1428571427,800667.9825789875,2337350.8666666667,827350.2840556983,1.6523151202998512,0.9741534497123284,Paris,-1,False,True
2020-01-07,Manhattan,mta_station_daily,ridership,3006322.0,1,0,1,2020,2,7,2886312.0,,,2221993.714285714,812389.5679364087,2221993.714285714,812389.5679364087,0.04157901155523036,0.9654583424878256,NYC,-1,False,True
2020-01-05,Ile-de-France,idfm_station_daily,validations,695585.0,6,1,1,2020,1,5,1069824.0,444614.0,559140.0,1116011.5714285714,527086.1784859385,1270670.4666666666,599036.7277784884,-0.3498136142019622,-0.9600170406902353,Paris,-1,False,True
2020-04-27,Ile-de-France,idfm_station_daily,validations,237531.0,0,0,4,2020,18,118,86024.0,221949.0,107131.0,199277.14285714287,61472.065629029974,181832.16666666666,59023.72308911626,1.7612177996838092,0.9436685864298517,Paris,-1,False,True
2020-02-17,Manhattan,mta_station_daily,ridership,1718477.0,0,0,2,2020,8,48,1298949.0,2993818.0,2957026.0,2437164.285714286,866701.0082628867,2478109.6333333333,811061.5460273284,0.32297495898607265,-0.9365906164015546,NYC,-1,False,True
2019-09-23,Ile-de-France,idfm_station_daily,validations,6253981.0,0,0,9,2019,39,266,2331980.0,6211411.0,6022711.0,5447776.857142857,1760021.0949282665,4717362.733333333,1650760.8401199672,1.681833034588633,0.9308545667675243,Paris,-1,False,True
2024-09-07,Ile-de-France,idfm_station_daily,validations,807937.0,5,1,9,2024,36,251,794312.0,835108.0,821600.0,810246.7142857143,18649.77149931255,833343.9333333333,27373.66815210692,0.017153209318252705,-0.9281523101746891,Paris,-1,False,True
2019-01-07,Ile-de-France,idfm_station_daily,validations,5715950.0,0,0,1,2019,2,7,2022062.0,2022174.0,2991819.0,3600802.285714286,1666447.922660325,4066914.8,1803703.763842717,1.8267926502748186,0.9142494643836625,Paris,-1,False,True
2019-11-15,Ile-de-France,idfm_station_daily,validations,6772193.0,4,0,11,2019,46,319,6892188.0,6746565.0,2658185.0,5118830.857142857,2095461.587616634,5177720.6,1753417.3590328346,-0.017410291187646032,0.9093513257331349,Paris,-1,False,True
2020-01-01,Ile-de-France,idfm_station_daily,validations,256883.0,2,0,1,2020,1,1,1043617.0,341569.0,2067872.0,910419.5714285715,426167.08886449767,1610509.1666666667,1497213.4309940184,-0.7538531856035308,-0.9040969968910696,Paris,-1,False,True
2020-01-30,Manhattan,mta_station_daily,ridership,3169491.0,3,0,1,2020,5,30,3142686.0,3069612.0,3087401.0,2581473.714285714,839681.9628569131,2471996.3666666667,776332.3245000298,0.008529328097048205,0.8984485269018404,NYC,-1,False,True
2017-12-26,Ile-de-France,idfm_station_daily,validations,3491370.0,1,0,12,2017,52,360,1374046.0,6328697.0,6172957.0,4005754.8571428573,2116106.22064422,5058566.866666666,1747786.8309774608,1.5409411329751697,-0.8966750629367092,Paris,-1,False,True
2020-03-30,Ile-de-France,idfm_station_daily,validations,255034.0,0,0,3,2020,14,90,96353.0,307145.0,2033263.0,226578.0,71993.77320915341,2499567.6333333333,2508205.1474335715,1.6468713999564102,-0.8948764161615607,Paris,-1,False,True
2020-01-29,Manhattan,mta_station_daily,ridership,3142686.0,2,0,1,2020,5,29,3112390.0,3053227.0,3061525.0,2567205.285714286,828802.78452189,2447944.827586207,778615.7561633736,0.009733998631276997,0.8922773099752407,NYC,-1,False,True
2023-01-20,Ile-de-France,idfm_station_daily,validations,5841608.0,4,0,1,2023,3,20,1623296.0,6008255.0,5737763.0,4713940.285714285,1920455.398295137,4371910.233333333,1656236.8200968786,2.598609249329759,0.8873717507262635,Paris,-1,False,True
2024-07-15,Ile-de-France,idfm_station_daily,validations,828653.0,0,0,7,2024,29,197,801168.0,796334.0,771710.0,797559.0,15758.951405606776,3071411.7333333334,2530564.424588287,0.034306163002017165,-0.8862681825214632,Paris,-1,False,True
2020-01-08,Manhattan,mta_station_daily,ridership,3035916.0,2,0,1,2020,2,8,3006322.0,1327658.0,,2466030.5714285714,753394.1049651807,2323734.0,805296.8983846889,0.009843922241197012,0.8843719644624682,NYC,-1,False,True
2020-01-28,Manhattan,mta_station_daily,ridership,3112390.0,1,0,1,2020,5,28,2928439.0,2999895.0,3017557.0,2554425.4285714286,819082.8320739521,2423132.6428571427,781140.8214184162,0.0628153770660751,0.8823727274824602,NYC,-1,False,True
2019-11-12,Ile-de-France,idfm_station_daily,validations,6688673.0,1,0,11,2019,46,316,2576271.0,6586546.0,5779772.0,5098389.857142857,2077243.6020457072,5160487.9,1738296.5543922414,1.5962614181504975,0.8791279578496877,Paris,-1,False,True
2018-01-08,Ile-de-France,idfm_station_daily,validations,5775262.0,0,0,1,2018,2,8,1987764.0,928851.0,1374046.0,4164187.285714286,1285024.3422831558,4190017.2666666666,1816792.0992530237,1.9054062755940846,0.872551534094137,Paris,-1,False,True
2015-01-12,Ile-de-France,idfm_station_daily,validations,5100753.0,0,0,1,2015,3,12,44823.0,4887732.0,,4115919.8571428573,1987085.6230991012,3440117.0,1922763.9023920747,112.79767083863196,0.8636713004306112,Paris,-1,False,True
2020-03-31,Ile-de-France,idfm_station_daily,validations,253946.0,1,0,3,2020,14,91,255034.0,287185.0,803177.0,221829.57142857142,68333.23525569332,2443893.3666666667,2539755.9532127175,-0.004266097853619533,-0.8622668504414556,Paris,-1,False,True
2019-12-29,Ile-de-France,idfm_station_daily,validations,444614.0,6,1,12,2019,52,363,795263.0,559140.0,597135.0,955524.4285714285,438720.83502219804,1953107.9333333333,1752561.13804613,-0.44092205974627263,-0.8607368385533763,Paris,-1,False,True
2016-11-14,Ile-de-France,idfm_station_daily,validations,5834676.0,0,0,11,2016,46,319,1923164.0,5826237.0,3944153.0,4533287.857142857,1899602.395626999,4470995.733333333,1608277.2635737727,2.033894145273102,0.8479136636156976,Paris,-1,False,True
2019-11-08,Ile-de-France,idfm_station_daily,validations,6746565.0,4,0,11,2019,45,312,6876839.0,2658185.0,6159419.0,5457097.285714285,1978416.481363548,5316863.266666667,1688989.2998440305,-0.01894387813936027,0.8464835943397385,Paris,-1,False,True
2020-01-09,Manhattan,mta_station_daily,ridership,3080172.0,3,0,1,2020,2,9,3035916.0,2806191.0,,2505170.714285714,780635.7436964897,2407782.6666666665,794366.2965191185,0.014577478428256851,0.8464474591630042,NYC,-1,False,True
